id,registration_number,name,email,department,phone
s-SCIS-1-0,23SCIS100,Aarav Sharma,23scis100@uohyd.ac.in,M.Tech Computer Science,9876543210
s-SCIS-1-1,23SCIS101,Priya Patel,23scis101@uohyd.ac.in,M.Tech Computer Science,9876543211
s-SCIS-1-2,23SCIS102,Rohan Kumar,23scis102@uohyd.ac.in,M.Tech Computer Science,9876543212
s-SCIS-1-3,23SCIS103,Ananya Reddy,23scis103@uohyd.ac.in,M.Tech Computer Science,9876543213
s-SCIS-1-4,23SCIS104,Vikram Singh,23scis104@uohyd.ac.in,M.Tech Computer Science,9876543214
s-SCIS-1-5,23SCIS105,Sneha Gupta,23scis105@uohyd.ac.in,M.Tech Computer Science,9876543215
s-SCIS-1-6,23SCIS106,Arjun Nair,23scis106@uohyd.ac.in,M.Tech Computer Science,9876543216
s-SCIS-1-7,23SCIS107,Diya Iyer,23scis107@uohyd.ac.in,M.Tech Computer Science,9876543217
s-SCIS-1-8,23SCIS108,Karthik Rao,23scis108@uohyd.ac.in,M.Tech Computer Science,9876543218
s-SCIS-1-9,23SCIS109,Ishita Verma,23scis109@uohyd.ac.in,M.Tech Computer Science,9876543219
s-SCIS-1-10,23SCIS110,Aditya Joshi,23scis110@uohyd.ac.in,M.Tech Information Technology,9876543220
s-SCIS-1-11,23SCIS111,Meera Desai,23scis111@uohyd.ac.in,M.Tech Information Technology,9876543221
s-SCIS-1-12,23SCIS112,Siddharth Menon,23scis112@uohyd.ac.in,M.Tech Information Technology,9876543222
s-SCIS-1-13,23SCIS113,Kavya Krishnan,23scis113@uohyd.ac.in,M.Tech Information Technology,9876543223
s-SCIS-1-14,23SCIS114,Rahul Bhat,23scis114@uohyd.ac.in,M.Tech Information Technology,9876543224
s-SCIS-1-15,23SCIS115,Tanvi Agarwal,23scis115@uohyd.ac.in,M.Tech Information Technology,9876543225
s-SCIS-1-16,23SCIS116,Nikhil Pandey,23scis116@uohyd.ac.in,M.Tech Information Technology,9876543226
s-SCIS-1-17,23SCIS117,Riya Malhotra,23scis117@uohyd.ac.in,M.Tech Information Technology,9876543227
s-SCIS-1-18,23SCIS118,Varun Kapoor,23scis118@uohyd.ac.in,M.Tech Information Technology,9876543228
s-SCIS-1-19,23SCIS119,Pooja Srinivasan,23scis119@uohyd.ac.in,M.Tech Information Technology,9876543229
