id,registration_number,name,email,department,phone
s-SCIS-6-0,23SCIS600,Student SCIS 6-0,23scis600@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-1,23SCIS601,Student SCIS 6-1,23scis601@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-2,23SCIS602,Student SCIS 6-2,23scis602@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-3,23SCIS603,Student SCIS 6-3,23scis603@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-4,23SCIS604,Student SCIS 6-4,23scis604@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-5,23SCIS605,Student SCIS 6-5,23scis605@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-6,23SCIS606,Student SCIS 6-6,23scis606@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-7,23SCIS607,Student SCIS 6-7,23scis607@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-8,23SCIS608,Student SCIS 6-8,23scis608@uohyd.ac.in,Main Dept,9876543210
s-SCIS-6-9,23SCIS609,Student SCIS 6-9,23scis609@uohyd.ac.in,Main Dept,9876543210
