id,registration_number,name,email,department,phone
s-SCIS-3-0,23SCIS300,Student SCIS 3-0,23scis300@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-1,23SCIS301,Student SCIS 3-1,23scis301@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-2,23SCIS302,Student SCIS 3-2,23scis302@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-3,23SCIS303,Student SCIS 3-3,23scis303@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-4,23SCIS304,Student SCIS 3-4,23scis304@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-5,23SCIS305,Student SCIS 3-5,23scis305@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-6,23SCIS306,Student SCIS 3-6,23scis306@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-7,23SCIS307,Student SCIS 3-7,23scis307@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-8,23SCIS308,Student SCIS 3-8,23scis308@uohyd.ac.in,Main Dept,9876543210
s-SCIS-3-9,23SCIS309,Student SCIS 3-9,23scis309@uohyd.ac.in,Main Dept,9876543210
