id,registration_number,name,email,department,phone
s-SCIS-5-0,23SCIS500,Student SCIS 5-0,23scis500@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-1,23SCIS501,Student SCIS 5-1,23scis501@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-2,23SCIS502,Student SCIS 5-2,23scis502@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-3,23SCIS503,Student SCIS 5-3,23scis503@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-4,23SCIS504,Student SCIS 5-4,23scis504@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-5,23SCIS505,Student SCIS 5-5,23scis505@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-6,23SCIS506,Student SCIS 5-6,23scis506@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-7,23SCIS507,Student SCIS 5-7,23scis507@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-8,23SCIS508,Student SCIS 5-8,23scis508@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-9,23SCIS509,Student SCIS 5-9,23scis509@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-10,23SCIS510,Student SCIS 5-10,23scis510@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-11,23SCIS511,Student SCIS 5-11,23scis511@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-12,23SCIS512,Student SCIS 5-12,23scis512@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-13,23SCIS513,Student SCIS 5-13,23scis513@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-14,23SCIS514,Student SCIS 5-14,23scis514@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-15,23SCIS515,Student SCIS 5-15,23scis515@uohyd.ac.in,Main Dept,9876543210
s-SCIS-5-16,23SCIS516,Student SCIS 5-16,23scis516@uohyd.ac.in,Main Dept,9876543210
