id,registration_number,name,email,department,phone
s-SCIS-4-0,23SCIS400,Student SCIS 4-0,23scis400@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-1,23SCIS401,Student SCIS 4-1,23scis401@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-2,23SCIS402,Student SCIS 4-2,23scis402@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-3,23SCIS403,Student SCIS 4-3,23scis403@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-4,23SCIS404,Student SCIS 4-4,23scis404@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-5,23SCIS405,Student SCIS 4-5,23scis405@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-6,23SCIS406,Student SCIS 4-6,23scis406@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-7,23SCIS407,Student SCIS 4-7,23scis407@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-8,23SCIS408,Student SCIS 4-8,23scis408@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-9,23SCIS409,Student SCIS 4-9,23scis409@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-10,23SCIS410,Student SCIS 4-10,23scis410@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-11,23SCIS411,Student SCIS 4-11,23scis411@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-12,23SCIS412,Student SCIS 4-12,23scis412@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-13,23SCIS413,Student SCIS 4-13,23scis413@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-14,23SCIS414,Student SCIS 4-14,23scis414@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-15,23SCIS415,Student SCIS 4-15,23scis415@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-16,23SCIS416,Student SCIS 4-16,23scis416@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-17,23SCIS417,Student SCIS 4-17,23scis417@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-18,23SCIS418,Student SCIS 4-18,23scis418@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-19,23SCIS419,Student SCIS 4-19,23scis419@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-20,23SCIS420,Student SCIS 4-20,23scis420@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-21,23SCIS421,Student SCIS 4-21,23scis421@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-22,23SCIS422,Student SCIS 4-22,23scis422@uohyd.ac.in,Main Dept,9876543210
s-SCIS-4-23,23SCIS423,Student SCIS 4-23,23scis423@uohyd.ac.in,Main Dept,9876543210
