id,registration_number,name,email,department,phone
s-SoE-2-0,23SoE294,Siddharth Singh,23soe294@uohyd.ac.in,M.A Economics,9876543094
s-SoE-2-1,23SoE295,Nikhil Gupta,23soe295@uohyd.ac.in,M.A Economics,9876543095
s-SoE-2-2,23SoE296,Varun Nair,23soe296@uohyd.ac.in,M.A Economics,9876543096
s-SoE-2-3,23SoE297,Aditya Iyer,23soe297@uohyd.ac.in,M.A Economics,9876543097
s-SoE-2-4,23SoE298,Aryan Rao,23soe298@uohyd.ac.in,M.A Economics,9876543098
s-SoE-2-5,23SoE299,Dev Verma,23soe299@uohyd.ac.in,M.A Economics,9876543099
s-SoE-2-6,23SoE300,Aarav Joshi,23soe300@uohyd.ac.in,M.A Economics,9876543100
s-SoE-2-7,23SoE301,Vivaan Desai,23soe301@uohyd.ac.in,M.A Economics,9876543101
s-SoE-2-8,23SoE302,Aditya Menon,23soe302@uohyd.ac.in,M.A Development Economics,9876543102
s-SoE-2-9,23SoE303,Vihaan Krishnan,23soe303@uohyd.ac.in,M.A Development Economics,9876543103
s-SoE-2-10,23SoE304,Arjun Bhat,23soe304@uohyd.ac.in,M.A Development Economics,9876543104
s-SoE-2-11,23SoE305,Sai Agarwal,23soe305@uohyd.ac.in,M.A Development Economics,9876543105
s-SoE-2-12,23SoE306,Arnav Pandey,23soe306@uohyd.ac.in,M.A Development Economics,9876543106
s-SoE-2-13,23SoE307,Ayaan Malhotra,23soe307@uohyd.ac.in,M.A Development Economics,9876543107
s-SoE-2-14,23SoE308,Krishna Kapoor,23soe308@uohyd.ac.in,M.A Development Economics,9876543108
s-SoE-2-15,23SoE309,Ishaan Srinivasan,23soe309@uohyd.ac.in,M.A Development Economics,9876543109
