id,registration_number,name,email,department,phone
s-SoC-2-0,23SoC200,Student SoC 2-0,23soc200@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-1,23SoC201,Student SoC 2-1,23soc201@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-2,23SoC202,Student SoC 2-2,23soc202@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-3,23SoC203,Student SoC 2-3,23soc203@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-4,23SoC204,Student SoC 2-4,23soc204@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-5,23SoC205,Student SoC 2-5,23soc205@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-6,23SoC206,Student SoC 2-6,23soc206@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-7,23SoC207,Student SoC 2-7,23soc207@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-8,23SoC208,Student SoC 2-8,23soc208@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-9,23SoC209,Student SoC 2-9,23soc209@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-10,23SoC210,Student SoC 2-10,23soc210@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-11,23SoC211,Student SoC 2-11,23soc211@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-12,23SoC212,Student SoC 2-12,23soc212@uohyd.ac.in,Main Dept,9876543210
s-SoC-2-13,23SoC213,Student SoC 2-13,23soc213@uohyd.ac.in,Main Dept,9876543210
