id,registration_number,name,email,department,phone
s-SoC-4-0,23SoC400,Student SoC 4-0,23soc400@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-1,23SoC401,Student SoC 4-1,23soc401@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-2,23SoC402,Student SoC 4-2,23soc402@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-3,23SoC403,Student SoC 4-3,23soc403@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-4,23SoC404,Student SoC 4-4,23soc404@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-5,23SoC405,Student SoC 4-5,23soc405@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-6,23SoC406,Student SoC 4-6,23soc406@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-7,23SoC407,Student SoC 4-7,23soc407@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-8,23SoC408,Student SoC 4-8,23soc408@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-9,23SoC409,Student SoC 4-9,23soc409@uohyd.ac.in,Main Dept,9876543210
s-SoC-4-10,23SoC410,Student SoC 4-10,23soc410@uohyd.ac.in,Main Dept,9876543210
