id,registration_number,name,email,department,phone
s-SLS-6-0,23SLS600,Student SLS 6-0,23sls600@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-1,23SLS601,Student SLS 6-1,23sls601@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-2,23SLS602,Student SLS 6-2,23sls602@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-3,23SLS603,Student SLS 6-3,23sls603@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-4,23SLS604,Student SLS 6-4,23sls604@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-5,23SLS605,Student SLS 6-5,23sls605@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-6,23SLS606,Student SLS 6-6,23sls606@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-7,23SLS607,Student SLS 6-7,23sls607@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-8,23SLS608,Student SLS 6-8,23sls608@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-9,23SLS609,Student SLS 6-9,23sls609@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-10,23SLS610,Student SLS 6-10,23sls610@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-11,23SLS611,Student SLS 6-11,23sls611@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-12,23SLS612,Student SLS 6-12,23sls612@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-13,23SLS613,Student SLS 6-13,23sls613@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-14,23SLS614,Student SLS 6-14,23sls614@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-15,23SLS615,Student SLS 6-15,23sls615@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-16,23SLS616,Student SLS 6-16,23sls616@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-17,23SLS617,Student SLS 6-17,23sls617@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-18,23SLS618,Student SLS 6-18,23sls618@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-19,23SLS619,Student SLS 6-19,23sls619@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-20,23SLS620,Student SLS 6-20,23sls620@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-21,23SLS621,Student SLS 6-21,23sls621@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-22,23SLS622,Student SLS 6-22,23sls622@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-23,23SLS623,Student SLS 6-23,23sls623@uohyd.ac.in,Main Dept,9876543210
s-SLS-6-24,23SLS624,Student SLS 6-24,23sls624@uohyd.ac.in,Main Dept,9876543210
