id,registration_number,name,email,department,phone
s-SLS-3-0,23SLS300,Student SLS 3-0,23sls300@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-1,23SLS301,Student SLS 3-1,23sls301@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-2,23SLS302,Student SLS 3-2,23sls302@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-3,23SLS303,Student SLS 3-3,23sls303@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-4,23SLS304,Student SLS 3-4,23sls304@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-5,23SLS305,Student SLS 3-5,23sls305@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-6,23SLS306,Student SLS 3-6,23sls306@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-7,23SLS307,Student SLS 3-7,23sls307@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-8,23SLS308,Student SLS 3-8,23sls308@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-9,23SLS309,Student SLS 3-9,23sls309@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-10,23SLS310,Student SLS 3-10,23sls310@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-11,23SLS311,Student SLS 3-11,23sls311@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-12,23SLS312,Student SLS 3-12,23sls312@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-13,23SLS313,Student SLS 3-13,23sls313@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-14,23SLS314,Student SLS 3-14,23sls314@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-15,23SLS315,Student SLS 3-15,23sls315@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-16,23SLS316,Student SLS 3-16,23sls316@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-17,23SLS317,Student SLS 3-17,23sls317@uohyd.ac.in,Main Dept,9876543210
s-SLS-3-18,23SLS318,Student SLS 3-18,23sls318@uohyd.ac.in,Main Dept,9876543210
