id,registration_number,name,email,department,phone
s-SLS-2-0,23SLS263,Pranav Reddy,23sls263@uohyd.ac.in,M.Sc Biotechnology,9876543063
s-SLS-2-1,23SLS264,Dhruv Singh,23sls264@uohyd.ac.in,M.Sc Biotechnology,9876543064
s-SLS-2-2,23SLS265,Kabir Gupta,23sls265@uohyd.ac.in,M.Sc Biotechnology,9876543065
s-SLS-2-3,23SLS266,Shivansh Nair,23sls266@uohyd.ac.in,M.Sc Biotechnology,9876543066
s-SLS-2-4,23SLS267,Reyansh Iyer,23sls267@uohyd.ac.in,M.Sc Molecular Biology,9876543067
s-SLS-2-5,23SLS268,Aadhya Rao,23sls268@uohyd.ac.in,M.Sc Molecular Biology,9876543068
s-SLS-2-6,23SLS269,Ananya Verma,23sls269@uohyd.ac.in,M.Sc Molecular Biology,9876543069
s-SLS-2-7,23SLS270,Pari Joshi,23sls270@uohyd.ac.in,M.Sc Molecular Biology,9876543070
s-SLS-2-8,23SLS271,Anika Desai,23sls271@uohyd.ac.in,M.Sc Genetics,9876543071
s-SLS-2-9,23SLS272,Diya Menon,23sls272@uohyd.ac.in,M.Sc Genetics,9876543072
s-SLS-2-10,23SLS273,Ira Krishnan,23sls273@uohyd.ac.in,M.Sc Genetics,9876543073
s-SLS-2-11,23SLS274,Myra Bhat,23sls274@uohyd.ac.in,M.Sc Genetics,9876543074
s-SLS-2-12,23SLS275,Sara Agarwal,23sls275@uohyd.ac.in,M.Sc Genetics,9876543075
