id,registration_number,name,email,department,phone
s-SMS-4-0,23SMS400,Student SMS 4-0,23sms400@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-1,23SMS401,Student SMS 4-1,23sms401@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-2,23SMS402,Student SMS 4-2,23sms402@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-3,23SMS403,Student SMS 4-3,23sms403@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-4,23SMS404,Student SMS 4-4,23sms404@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-5,23SMS405,Student SMS 4-5,23sms405@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-6,23SMS406,Student SMS 4-6,23sms406@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-7,23SMS407,Student SMS 4-7,23sms407@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-8,23SMS408,Student SMS 4-8,23sms408@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-9,23SMS409,Student SMS 4-9,23sms409@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-10,23SMS410,Student SMS 4-10,23sms410@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-11,23SMS411,Student SMS 4-11,23sms411@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-12,23SMS412,Student SMS 4-12,23sms412@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-13,23SMS413,Student SMS 4-13,23sms413@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-14,23SMS414,Student SMS 4-14,23sms414@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-15,23SMS415,Student SMS 4-15,23sms415@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-16,23SMS416,Student SMS 4-16,23sms416@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-17,23SMS417,Student SMS 4-17,23sms417@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-18,23SMS418,Student SMS 4-18,23sms418@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-19,23SMS419,Student SMS 4-19,23sms419@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-20,23SMS420,Student SMS 4-20,23sms420@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-21,23SMS421,Student SMS 4-21,23sms421@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-22,23SMS422,Student SMS 4-22,23sms422@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-23,23SMS423,Student SMS 4-23,23sms423@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-24,23SMS424,Student SMS 4-24,23sms424@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-25,23SMS425,Student SMS 4-25,23sms425@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-26,23SMS426,Student SMS 4-26,23sms426@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-27,23SMS427,Student SMS 4-27,23sms427@uohyd.ac.in,Main Dept,9876543210
s-SMS-4-28,23SMS428,Student SMS 4-28,23sms428@uohyd.ac.in,Main Dept,9876543210
