id,registration_number,name,email,department,phone
s-SMS-3-0,23SMS300,Student SMS 3-0,23sms300@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-1,23SMS301,Student SMS 3-1,23sms301@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-2,23SMS302,Student SMS 3-2,23sms302@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-3,23SMS303,Student SMS 3-3,23sms303@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-4,23SMS304,Student SMS 3-4,23sms304@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-5,23SMS305,Student SMS 3-5,23sms305@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-6,23SMS306,Student SMS 3-6,23sms306@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-7,23SMS307,Student SMS 3-7,23sms307@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-8,23SMS308,Student SMS 3-8,23sms308@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-9,23SMS309,Student SMS 3-9,23sms309@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-10,23SMS310,Student SMS 3-10,23sms310@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-11,23SMS311,Student SMS 3-11,23sms311@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-12,23SMS312,Student SMS 3-12,23sms312@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-13,23SMS313,Student SMS 3-13,23sms313@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-14,23SMS314,Student SMS 3-14,23sms314@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-15,23SMS315,Student SMS 3-15,23sms315@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-16,23SMS316,Student SMS 3-16,23sms316@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-17,23SMS317,Student SMS 3-17,23sms317@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-18,23SMS318,Student SMS 3-18,23sms318@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-19,23SMS319,Student SMS 3-19,23sms319@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-20,23SMS320,Student SMS 3-20,23sms320@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-21,23SMS321,Student SMS 3-21,23sms321@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-22,23SMS322,Student SMS 3-22,23sms322@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-23,23SMS323,Student SMS 3-23,23sms323@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-24,23SMS324,Student SMS 3-24,23sms324@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-25,23SMS325,Student SMS 3-25,23sms325@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-26,23SMS326,Student SMS 3-26,23sms326@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-27,23SMS327,Student SMS 3-27,23sms327@uohyd.ac.in,Main Dept,9876543210
s-SMS-3-28,23SMS328,Student SMS 3-28,23sms328@uohyd.ac.in,Main Dept,9876543210
