id,registration_number,name,email,department,phone
s-SMS-6-0,23SMS600,Student SMS 6-0,23sms600@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-1,23SMS601,Student SMS 6-1,23sms601@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-2,23SMS602,Student SMS 6-2,23sms602@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-3,23SMS603,Student SMS 6-3,23sms603@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-4,23SMS604,Student SMS 6-4,23sms604@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-5,23SMS605,Student SMS 6-5,23sms605@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-6,23SMS606,Student SMS 6-6,23sms606@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-7,23SMS607,Student SMS 6-7,23sms607@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-8,23SMS608,Student SMS 6-8,23sms608@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-9,23SMS609,Student SMS 6-9,23sms609@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-10,23SMS610,Student SMS 6-10,23sms610@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-11,23SMS611,Student SMS 6-11,23sms611@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-12,23SMS612,Student SMS 6-12,23sms612@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-13,23SMS613,Student SMS 6-13,23sms613@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-14,23SMS614,Student SMS 6-14,23sms614@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-15,23SMS615,Student SMS 6-15,23sms615@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-16,23SMS616,Student SMS 6-16,23sms616@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-17,23SMS617,Student SMS 6-17,23sms617@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-18,23SMS618,Student SMS 6-18,23sms618@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-19,23SMS619,Student SMS 6-19,23sms619@uohyd.ac.in,Main Dept,9876543210
s-SMS-6-20,23SMS620,Student SMS 6-20,23sms620@uohyd.ac.in,Main Dept,9876543210
