id,registration_number,name,email,department,phone
s-SoP-6-0,23SoP600,Student SoP 6-0,23sop600@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-1,23SoP601,Student SoP 6-1,23sop601@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-2,23SoP602,Student SoP 6-2,23sop602@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-3,23SoP603,Student SoP 6-3,23sop603@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-4,23SoP604,Student SoP 6-4,23sop604@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-5,23SoP605,Student SoP 6-5,23sop605@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-6,23SoP606,Student SoP 6-6,23sop606@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-7,23SoP607,Student SoP 6-7,23sop607@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-8,23SoP608,Student SoP 6-8,23sop608@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-9,23SoP609,Student SoP 6-9,23sop609@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-10,23SoP610,Student SoP 6-10,23sop610@uohyd.ac.in,Main Dept,9876543210
s-SoP-6-11,23SoP611,Student SoP 6-11,23sop611@uohyd.ac.in,Main Dept,9876543210
