id,registration_number,name,email,department,phone
s-SoP-5-0,23SoP500,Student SoP 5-0,23sop500@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-1,23SoP501,Student SoP 5-1,23sop501@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-2,23SoP502,Student SoP 5-2,23sop502@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-3,23SoP503,Student SoP 5-3,23sop503@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-4,23SoP504,Student SoP 5-4,23sop504@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-5,23SoP505,Student SoP 5-5,23sop505@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-6,23SoP506,Student SoP 5-6,23sop506@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-7,23SoP507,Student SoP 5-7,23sop507@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-8,23SoP508,Student SoP 5-8,23sop508@uohyd.ac.in,M.Sc Condensed Matter Physics,9876543210
s-SoP-5-9,23SoP509,Student SoP 5-9,23sop509@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-10,23SoP510,Student SoP 5-10,23sop510@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-11,23SoP511,Student SoP 5-11,23sop511@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-12,23SoP512,Student SoP 5-12,23sop512@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-13,23SoP513,Student SoP 5-13,23sop513@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-14,23SoP514,Student SoP 5-14,23sop514@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-15,23SoP515,Student SoP 5-15,23sop515@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-16,23SoP516,Student SoP 5-16,23sop516@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-17,23SoP517,Student SoP 5-17,23sop517@uohyd.ac.in,M.Sc High Energy Physics,9876543210
s-SoP-5-18,23SoP518,Student SoP 5-18,23sop518@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-19,23SoP519,Student SoP 5-19,23sop519@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-20,23SoP520,Student SoP 5-20,23sop520@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-21,23SoP521,Student SoP 5-21,23sop521@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-22,23SoP522,Student SoP 5-22,23sop522@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-23,23SoP523,Student SoP 5-23,23sop523@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-24,23SoP524,Student SoP 5-24,23sop524@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-25,23SoP525,Student SoP 5-25,23sop525@uohyd.ac.in,M.Sc Astrophysics,9876543210
s-SoP-5-26,23SoP526,Student SoP 5-26,23sop526@uohyd.ac.in,M.Sc Astrophysics,9876543210
