id,registration_number,name,email,department,phone
s-SoP-1-0,23PHY100,Aryan Mehta,23phy100@uohyd.ac.in,M.Sc Physics,9876545210
s-SoP-1-1,23PHY101,Sanya Kapoor,23phy101@uohyd.ac.in,M.Sc Physics,9876545211
s-SoP-1-2,23PHY102,Kabir Malhotra,23phy102@uohyd.ac.in,M.Sc Physics,9876545212
s-SoP-1-3,23PHY103,Isha Agarwal,23phy103@uohyd.ac.in,M.Sc Physics,9876545213
s-SoP-1-4,23PHY104,Dev Patel,23phy104@uohyd.ac.in,M.Sc Physics,9876545214
s-SoP-1-5,23PHY105,Myra Reddy,23phy105@uohyd.ac.in,M.Sc Physics,9876545215
s-SoP-1-6,23PHY106,Reyansh Kumar,23phy106@uohyd.ac.in,M.Sc Physics,9876545216
s-SoP-1-7,23PHY107,Kiara Singh,23phy107@uohyd.ac.in,M.Sc Physics,9876545217
s-SoP-1-8,23PHY108,Vihaan Sharma,23phy108@uohyd.ac.in,M.Sc Physics,9876545218
s-SoP-1-9,23PHY109,Saanvi Gupta,23phy109@uohyd.ac.in,M.Sc Physics,9876545219
s-SoP-1-10,23PHY110,Ayaan Joshi,23phy110@uohyd.ac.in,M.Sc Physics,9876545220
s-SoP-1-11,23PHY111,Anvi Desai,23phy111@uohyd.ac.in,M.Sc Physics,9876545221
s-SoP-1-12,23PHY112,Atharv Nair,23phy112@uohyd.ac.in,M.Sc Physics,9876545222
s-SoP-1-13,23PHY113,Navya Iyer,23phy113@uohyd.ac.in,M.Sc Physics,9876545223
s-SoP-1-14,23PHY114,Vivaan Rao,23phy114@uohyd.ac.in,M.Sc Physics,9876545224
