id,registration_number,name,email,department,phone
s-SoP-3-0,23SoP300,Student SoP 3-0,23sop300@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-1,23SoP301,Student SoP 3-1,23sop301@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-2,23SoP302,Student SoP 3-2,23sop302@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-3,23SoP303,Student SoP 3-3,23sop303@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-4,23SoP304,Student SoP 3-4,23sop304@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-5,23SoP305,Student SoP 3-5,23sop305@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-6,23SoP306,Student SoP 3-6,23sop306@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-7,23SoP307,Student SoP 3-7,23sop307@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-8,23SoP308,Student SoP 3-8,23sop308@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-9,23SoP309,Student SoP 3-9,23sop309@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-10,23SoP310,Student SoP 3-10,23sop310@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-11,23SoP311,Student SoP 3-11,23sop311@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-12,23SoP312,Student SoP 3-12,23sop312@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-13,23SoP313,Student SoP 3-13,23sop313@uohyd.ac.in,Main Dept,9876543210
s-SoP-3-14,23SoP314,Student SoP 3-14,23sop314@uohyd.ac.in,Main Dept,9876543210
